Distance_(microns),eve,en,mlpt,hb,kr,gt,svb,cad,runt,odd
54,235.393007,236.9916084,393.1692308,1029.98042,779.8083916,277.6559441,587.2503497,299.2601399,823.0671329,370.1818182
55,242.5384615,237.9034965,393.4797203,1044.851748,781.4783217,275.6321678,589.793007,302.0237762,822.8545455,369.2895105
56,245.2965035,238.2307692,395.6657343,1051.567832,789.6503497,274.4685315,587.0993007,300.9832168,817.2895105,363.4755245
57,243.2745098,239.1260504,407.7857143,1052.658263,790.197479,274.8711485,582.7633053,301.4761905,814.6036415,359.2927171
58,242.1596639,238.280112,416.1162465,1038.70028,786.0028011,273.7268908,590.6610644,299.0686275,814.7689076,358.952381
59,244.1778711,235.8487395,407.0182073,1023.17507,786.6960784,275.047619,593.5518207,293.7086835,811.5686275,360.8907563
60,242.0560224,234.5938375,404.8445378,1003.928571,783.8879552,275.035014,589.8081232,291.8627451,807.7815126,362.8179272
61,239.7072829,234.605042,403.1862745,998.7969188,779.7829132,275.8403361,583.7478992,290.0490196,804.6526611,364.1988796
62,237.2535014,235.9019608,400.7605042,1012.619048,776.3585434,275.5714286,578.8781513,291.8179272,804.1820728,363.7030812
63,234.5070028,236.8683473,395.2591036,1052.934174,774.5028011,275.8613445,577.5532213,288.3305322,804.359944,360.105042
64,232.7591036,236.6680672,391.9341737,1084.922969,774.2016807,275.092437,582.1526611,286.9397759,808.5,357.3193277
65,235.6498599,234.6442577,391.4257703,1098.886555,779.3739496,274.0210084,580.1792717,292,807.5616246,357.2563025
66,240.6120448,234.302521,386.1008403,1091.095238,779.7142857,274.1120448,576.3459384,297.3319328,804.3809524,356.464986
67,242.3090909,235.0881119,385.7944056,1064.072727,776.3496503,273.5258741,570.9734266,299.5398601,799.6237762,356.3678322
68,243.1412587,235.8125874,376.5608392,1049.226573,771.9090909,272.9594406,571.186014,298.5090909,795.6013986,357.1706294
69,244.5174825,235.9048951,371.0965035,1050.567832,769.7958042,271.8517483,571.7062937,301.4671329,788.772028,354.193007
70,247.5846154,235.5384615,374.7160839,1038.883916,768.827972,270.0083916,565.9986014,297.0909091,778.779021,349.3664336
71,248.7286713,235.6461538,386.0951049,1043.481119,769.8769231,270.6097902,567.3188811,294.9762238,776.9986014,347.220979
72,245.7762238,234.2629371,394.4811189,1087.900699,769.0881119,273.7958042,566.9104895,295.027972,780.9636364,348.7356643
73,242.0335664,233.1244755,388.5468531,1103.337063,768.0125874,276.0433566,563.0097902,293.9944056,780.4573427,351.7636364
74,240.4587413,235.4685315,388.8909091,1100.285315,769.7048951,273.834965,560.7678322,294.2601399,782.9342657,352.6391608
75,241.5076923,237.5202797,396.6839161,1113.927273,769.5188811,270.8013986,563.8055944,290.2867133,784.4181818,352.386014
76,242.4881119,236.7678322,392.7524476,1121.193007,767.6615385,269.9076923,567.4839161,291.9440559,788.5370629,353.2251748
77,241.7944056,236.6251748,389.3440559,1115.931469,761.8531469,269.1734266,565.441958,292.6825175,792.5230769,352.8979021
78,240.7524476,236.5076923,384.4769231,1109.366434,754.2909091,267.172028,564.2867133,293.2265734,794.7132867,352.9748252
79,241.6097902,236.0111888,375.8909091,1096.38042,749.9272727,266.0377622,563.0741259,294.641958,795.8237762,350.6755245
80,243.3692308,236.3846154,367.2923077,1094.427972,752.6517483,267.6909091,565.4671329,290.5286713,796.6461538,349.9342657
81,243.8641457,237.5546218,369.3977591,1097.07423,756.4817927,267.780112,564.6330532,293.4789916,793.5028011,351.7871148
82,240.6638655,236.929972,371.1540616,1084.32493,755.6834734,265.2016807,562.2044818,301.9397759,788.0070028,354.9033613
83,238.2633053,233.789916,373.197479,1080.97479,757.17507,264.0910364,563.780112,305.754902,784.4229692,355.6218487
84,240.0042017,231.8333333,375.4145658,1096.696078,761.1778711,266.5140056,567.3221289,302.9593838,781.7983193,354.5840336
85,244.6442577,231.8809524,374.7521008,1126.116246,765.7142857,270.4761905,572.452381,300.8977591,781.022409,352.2338936
86,250.2072829,232.0742297,374.8767507,1146,767.3361345,270.6876751,573.6162465,304.3837535,781.4229692,349.3305322
87,254.7787115,232.2941176,373.3109244,1140.393557,764.8459384,268.9747899,569.710084,304.6456583,780.6414566,349.210084
88,255.3655462,233.1036415,375.2072829,1133.254902,764.67507,270.2310924,564.7310924,308.5742297,778.254902,350.3991597
89,250.9103641,233.2380952,370.3683473,1142.483193,769.4831933,272.592437,564.1134454,312.2268908,779.6540616,351.4369748
90,244.1834734,232.6484594,369.5756303,1140.987395,776.7282913,273.7296919,566.2521008,314.964986,784.2843137,350.4677871
91,239.4089636,232.3291317,374.5098039,1124.204482,778.7296919,272.9033613,567.0518207,311.3487395,784.219888,348.0518207
92,239.0798319,231.3263305,375.8627451,1111.595238,774.4789916,270.82493,569.8389356,303.1414566,781.4817927,346.710084
93,244.1134454,230.0140056,382.3151261,1092.890756,771.4313725,270.9355742,572.7941176,301.0322129,780.057423,347.7731092
94,254.2535014,230.3361345,382.789916,1100.355742,770.0546218,272.7535014,571.2268908,306.1680672,780.3305322,349.9271709
95,261.570028,231.2464986,380.8823529,1103.879552,770.4691877,272.0854342,568.4565826,307.8123249,781.197479,352.1470588
96,259.2535014,231.0910364,375.3347339,1113.757703,774.4005602,272.3151261,566.2997199,304.9635854,788.9243697,352.5532213
97,253.5028011,230.6918768,377.0994398,1115.414566,773.9845938,272.7492997,565.4719888,306.9747899,797.7633053,354.5896359
98,250.952381,230.0014006,380.512605,1097,768.6106443,270.5616246,562.6666667,311.394958,800.3837535,354.9313725
99,253.3053221,228.6148459,376.0070028,1095.543417,765.7464986,270.0630252,560.7941176,313.9621849,800.6358543,353.3011204
100,258.6465638,226.9340813,378.7279102,1132.949509,767.5750351,271.3632539,558.7966339,313.6129032,801.7573633,355.0645161
101,262.743338,227.230014,397.342216,1147.666199,767.6507714,271.8779804,561.259467,315.8274895,803.4417952,357.5259467
102,264.5091164,229.3141655,396.1767181,1140.980365,766.3071529,271.9102384,564.3548387,308.7840112,805.0617111,359.4586255
103,264.6760168,230.0406732,384.6830295,1127.105189,767.454418,272.7573633,562.7251052,300.7237027,807.9242637,358.5946704
104,262.1500701,229.8765778,368.2608696,1106.186536,771.8036466,273.9775596,566.0490884,298.2173913,808.4600281,361.2075736
105,259.3015428,230.6900421,352.1023843,1093.395512,776.1332398,273.516129,566.3043478,294.7251052,804.1640954,364.0434783
106,258.1304348,231.7335203,341.1262272,1109.077139,782.6507714,272.2468443,563.1626928,292.6858345,807.9873773,362.6002805
107,258.8443198,232.7840112,342.6633941,1148.31136,789.0490884,272.4165498,564.0434783,298.4768583,811.0729313,357.6395512
108,257.2903226,232.7840112,343.0420757,1157.403927,786.5708275,273.4628331,565.2889201,303.3758766,810.1360449,354.5946704
109,260.5469846,233.5778401,349.8793829,1158.612903,782.6605891,275.4165498,563.4291725,311.4025245,807.2244039,352.2019635
110,267.7769986,233.7237027,354.4894811,1161.998597,782.9312763,276.3352034,560.230014,312.1865358,806.4530154,351.8457223
111,275.3398876,233.9705056,356.6839888,1140.158708,783.0800562,274.7359551,559.8033708,302.9424157,797.2162921,352.1825843
112,275.9662921,233.6811798,366.1699438,1128.97191,785.3876404,274.0294944,562.1783708,297.7851124,789.2823034,353.3988764
113,275.6109551,232.6123596,377.1980337,1131.148876,788.1109551,273.6109551,565.5786517,298.1179775,789.1067416,355.3679775
114,274.9592697,232.8455056,383.0126404,1142.390449,788.5477528,272.5617978,565.0997191,296.8174157,791.5266854,355.0983146
115,273.5814607,235.0842697,383.0997191,1150.933989,788.9297753,273.8328652,557.3146067,294.5716292,792.5463483,354.5154494
116,271.2345506,236.2247191,383.9283708,1164.109551,790.9087079,275.511236,554.6488764,290.1320225,795.5870787,353.7752809
117,269.9550562,233.0351124,381.5702247,1166.41573,792.5758427,276.363764,556.3525281,288.0238764,804.2148876,353.9241573
118,270.880618,227.7977528,376.4733146,1152.30618,786.7542135,276.9213483,562.3946629,286.5632022,808.1292135,358.9775281
119,275.5196629,227.25,370.0421348,1153.258427,785.5632022,277.25,561.1924157,292.4199438,812.8061798,364.2050562
120,282.7598315,229.7626404,369.5786517,1150.325843,782.5337079,276.8174157,563.8946629,303.6207865,817.4002809,365.8412921
121,291.3924051,232.8537271,373.9563994,1149.270042,783.2559775,275.9395218,567.5246132,310.045007,821.6104079,369.185654
122,295.0464135,234.6962025,372.6132208,1130.724332,784.8340366,275.6638537,573.6399437,308.7285513,827.7848101,370.9409283
123,294.3108298,234.2320675,365.161744,1106.112518,780.2770745,276.4050633,579.6610408,308.7130802,833.907173,372.2208158
124,296.326301,233.0379747,365.0042194,1076.842475,777.7819972,274.4697609,583.2869198,312.0056259,836.6300985,372.1983122
125,303.1308017,232.533052,368.8790436,1066.196906,782.7960619,274.649789,588.1983122,315.8846695,836.9367089,373.9563994
126,310.5830986,232.728169,370.5619718,1077.021127,791.8929577,275.8830986,593.6112676,315.4309859,838.8070423,377.6633803
127,311.9070423,234.3338028,372.8774648,1090.907042,796.0450704,273.3,599.0507042,316.2521127,838.3450704,378.1535211
128,309.5394366,236.243662,366.7957746,1102.214085,798.6760563,273.7211268,601.7450704,318.328169,833.715493,373.1929577
129,314.2422535,237.5549296,366.7957746,1113.707042,799.6253521,273.9042254,599.0507042,319.7830986,828.8591549,370.6816901
130,318.6985915,237.3633803,372.0253521,1099.435211,799.2661972,276.2098592,595.3521127,324.1859155,823.2915493,369.4873239
131,310.6417489,236.3469676,373.235543,1081.091678,800.2073343,276.5557123,589.9520451,324.0296192,823.5444288,366.932299
132,300.0916784,235.5007052,369.5133992,1077.885755,796.5599436,275.1396333,589.574048,322.538787,824.9139633,365.7672779
133,299.6727786,234.6699577,362.0662906,1080.005642,787.6389281,276.5543018,588.8617772,320.4598025,820.0493653,364.416079
134,306.0014104,234.6981664,355.493653,1074.647391,782.3131171,275.5486601,586.3145275,316.6685472,815.6361072,362.9153738
135,311.3836389,236.651622,355.7291961,1090.342736,787.6544429,273.0028209,585.6600846,309.7136812,817.0860367,361.7179126
136,311.7066291,238.0324401,362.2961918,1102.682652,795.1875882,273.4527504,582.1974612,302.2242595,820.0719323,362.8815233
137,307.9124294,237.490113,364.1949153,1093.918079,801.5508475,278.1991525,586.940678,296.6680791,821.7725989,368.4689266
138,304.0762712,237.3785311,365.5960452,1081.855932,804.7457627,279.6878531,591.4110169,296.9788136,819.9223164,373.7429379
139,307.1172316,238.1059322,363.3022599,1090.283898,806.230226,277.9759887,593.6468927,306.3559322,820.1765537,375.4562147
140,320.0282486,238.9887006,357.1200565,1111.185028,808.5536723,276.970339,590.8234463,314.1200565,824.5833333,373.2316384
141,333.1442716,240.5558699,349.1074965,1103.874116,801.7595474,277.1527581,600.4243281,312.7680339,831.8019802,370.4200849
142,336.6647808,241.1541726,351.1117397,1067.374823,798.2503536,277.3620934,603.6930693,304.7411598,840.0155587,370.7694484
143,332.9222065,240.5770863,348.3026874,1073.305516,796.698727,278.6223479,603.1541726,307.8925035,845.2842999,369.9618105
144,328.9377652,238.9971711,346.6506365,1104.019802,791.748232,277.4186704,603.281471,314.4031117,842.3917963,369.8854314
145,328.7804533,236.9263456,359.8994334,1106.001416,787.7903683,274.5169972,603.7492918,314.3356941,836.7082153,371.3484419
146,327.9915014,235.3526912,374.3045326,1107.695467,786.8356941,273.2195467,602.7124646,318.2606232,831.7181303,373.5439093
147,328.1359773,235.6076487,375.388102,1129.862606,786.266289,272.3994334,609.4560907,324.286119,831.7322946,374.2308782
148,330.7903683,236.3413598,364.4631728,1117.512748,786.9830028,273.1232295,610.1671388,326.2507082,830.2776204,371.1600567
149,329.694051,236.7691218,361.2181303,1096.987252,792.1515581,275.9036827,609.3541076,322.1501416,826.7209632,366.8229462
150,329.8907801,237.1943262,359.4340426,1097.659574,798.5985816,278.2099291,610.8241135,325.1120567,822.648227,364.8737589
151,333.0893617,237.1078014,350.1943262,1122.643972,796.2666667,278.3049645,608.2567376,326.1957447,821.2921986,366.1829787
152,338.3404255,237.3673759,349.4141844,1153.228369,796.7163121,277.5432624,607.435461,324.6822695,824.1617021,365.3971631
153,343.1858156,237.0340426,350.2765957,1136.036879,806.6638298,277.6241135,604.6184397,328.151773,825.4113475,363.329078
154,348.1420455,236.3536932,349.3380682,1099.568182,819.6846591,280.1917614,603.1505682,326.6590909,824.9928977,363.6164773
155,352.2059659,235.6903409,346.7826705,1080.634943,819.6463068,279.9034091,597.1903409,319.6349432,825.0525568,365.2414773
156,352.5582386,236.7386364,349.0951705,1081.572443,811.5340909,277.1164773,594.3806818,321.0553977,825.1079545,364.6164773
157,355.6860795,236.9190341,352.1775568,1080.78267,803.7528409,276.3806818,592.484375,320.5639205,819.1761364,364.3210227
158,355.8139205,234.8125,350.1661932,1093.183239,802.5440341,277.7443182,587.4360795,316.1605114,817.3764205,365.9588068
159,358.15625,231.5369318,351.8011364,1098.9375,803.8821023,278.3693182,581.8551136,310.1306818,823.2372159,365.2315341
160,369.5035562,230.4779516,361.4366999,1106.829303,804.5462304,277.5533428,583.1536273,314.3200569,826.2489331,364.2944523
161,378.8918919,232.6116643,363.0213371,1097.014225,808.4637269,276.4110953,587.5519203,324.5874822,817.6543385,361.2901849
162,380.8933144,233.8065434,350.7254623,1084.396871,804.5334282,274.7980085,591.8847795,330.2233286,810.3100996,361.5490754
163,383.9573257,234.5277383,353.4779516,1085.752489,801.9886202,274.7624467,597.7439545,326.6685633,814.227596,361.85633
164,390.685633,234.5917496,355.1536273,1109.593172,802.5504979,274.56899,595.1906117,320.9317212,814.3584637,366.0611664
165,393.1737892,233.8048433,352.02849,1111.185185,798.454416,272.8190883,590.0555556,320.2037037,808.3418803,369.7293447
166,394.8860399,231.7678063,344.9586895,1092.202279,787.6980057,270.3162393,585.9900285,325.7350427,807.8504274,366.8532764
167,394.534188,229.1538462,333.4430199,1071.85755,782.974359,270.7037037,583.3888889,318.2521368,810.8062678,364.8888889
168,391.7179487,227.539886,325.3005698,1084.678063,783.1324786,273.522792,576.2763533,308.9643875,812.542735,361.8575499
169,389.3262108,229.8561254,326.7905983,1088.957265,787.9672365,273.5626781,571.2122507,313.0128205,816.2606838,359.0854701
170,392.5911681,233.4358974,331.4501425,1088.696581,793.7934473,273.005698,572.2150997,318.8361823,818.2207977,358.4501425
171,395.9400856,235.0456491,336.2596291,1118.50214,797.7874465,273.5149786,577.9871612,322.681883,819.5977175,361.4907275
172,393.5292439,233.6733238,340.0813124,1140.714693,796.4593438,272.0542083,577.4921541,330.7717546,822.2510699,362.9757489
173,388.9529244,232.6019971,340.1226819,1129.174037,792.0413695,271.2011412,571.4022825,330.6519258,822.3009986,366.6462197
174,387.636234,231.4122682,336.1569187,1088.620542,787.9486448,272.4365193,571.318117,325.6476462,823.3452211,368.4636234
175,389.4878745,230.363766,332.2681883,1055.984308,787.3380884,272.2182596,571.4607703,322.6462197,826.4365193,369.4721826
176,390.5834522,230.4793153,329.6348074,1043.075606,790.2339515,270.3109843,572.128388,321.8031384,832.2653352,368.1569187
177,387.3751783,229.7845934,327.5777461,1036.206847,790.9272468,269.0499287,578.935806,320.1768902,831.9300999,366.4507846
178,381.5406562,229.721826,327.5691869,1023.935806,792.5520685,271.0670471,587.5720399,320.1697575,829.5891583,363.5549215
179,379.7603424,230.2696148,328.6291013,1023.633381,793.4422254,273.4921541,589.5549215,318.9800285,828.6875892,363.3880171
180,383.5891583,231.4094151,330.1797432,1013.651926,794.1783167,272.8559201,590.7203994,317.1597718,830.2895863,366.1554922
181,391.721826,232.5164051,331.1198288,995.363766,792.5135521,273.2211127,597.1783167,322.8901569,829.5549215,371.10699
182,399.7942857,233.5585714,330.9285714,986.8514286,786.3942857,274.9171429,602.6328571,327.3714286,829.1171429,371.5171429
183,398.8842857,234.7557143,330.6557143,976.1928571,786.3442857,273.7442857,597.4328571,322.4357143,829.6028571,368.6014286
184,396.6342857,236.8214286,333.4771429,996.5885714,788.1428571,271.9485714,596.4542857,320.4957143,832.0142857,366.8485714
185,400.2714286,238.9457143,330.4842857,1008.775714,789.6157143,272.77,596.4314286,323.3185714,836.0471429,366.9
186,404.8485714,240.6857143,324,989.6185714,791.9371429,274.0942857,593.3771429,328.0871429,833.5171429,368.5928571
187,409.9556509,241.3519313,323.074392,989.5965665,793.5493562,273.8311874,594.2618026,333.0786838,828.2732475,368.8440629
188,416.4234621,240.1430615,329.0171674,1013.636624,790.9213162,272.360515,593.5765379,323.90701,825.1902718,369.3962804
189,424.3547926,237.776824,338.9327611,1006.220315,786.5908441,271.7467811,592.2203147,314.7525036,821.6666667,371.434907
190,427.0085837,236.2503577,337.2346209,1015.839771,787.5579399,273.1516452,593.0028612,317.9456366,820.2288984,373.0686695
191,422.2077364,236.273639,334.226361,1019.570201,791.7765043,274.9598854,591,322.0974212,821.6117479,373.9197708
192,415.8280802,237.0329513,330.7722063,1004.243553,796.8767908,274.9527221,589.0530086,317.4011461,825.717765,372.8710602
193,416.6504298,237.6103152,329.4412607,1002.700573,800.6146132,274.6934097,592.8997135,313.8323782,828.6747851,370.4169054
194,427.7675753,237.3945481,333.6456241,1023.187948,804.3873745,276.661406,589.9010043,316.687231,826.625538,368.169297
195,443.6169297,236.2912482,337.2955524,1031.241033,804.8737446,278.6901004,581.8120516,323.4878049,821.8350072,364.9684362
196,460.1463415,234.8321377,332.723099,1045.104735,804.4978479,277.830703,579.8837877,329.0659971,818,361.6011478
197,472.0186782,233.8936782,335.6063218,1080.100575,806.8448276,275.2068966,583.7543103,337.7543103,812.2600575,362.4066092
198,472.7744253,234.0387931,331.4482759,1091.632184,806.9008621,273.987069,590.8204023,340.5718391,808.8764368,364.6135057
199,471.6824713,234.3448276,326.1364943,1096.485632,805.1149425,274.0057471,596.3520115,339.5316092,807.1408046,365.3965517
200,469.1594828,233.7485632,324.7356322,1106.958333,801.7744253,273.6307471,592.591954,338.3132184,810.737069,366.4166667
201,462.3496403,232.2992806,324.5985612,1112.634532,796.7496403,274.8489209,588.1079137,332.8992806,816.5309353,368.2258993
202,451.6359712,231.0863309,333.9151079,1095.946763,790.4546763,276.5410072,584.3194245,325.6546763,818.8848921,366.4561151
203,449.2633094,231.2086331,344.4244604,1084.965468,785.0345324,276.1856115,582.8719424,324.8676259,825.5597122,364.4690647
204,450.2705036,232.5669065,345.6820144,1082.67482,783.5841727,276.1223022,583.1467626,330.3683453,833.228777,364.9971223
205,451.9928058,232.0374101,340.0719424,1083.391367,785.1597122,276.1827338,585.7366906,335.4115108,841.2431655,364.9280576
206,460.3899281,230.828777,332.5870504,1071.561151,787.6460432,276.1640288,588.0776978,342.6230216,840.5093525,365.0690647
207,467.9122302,230.2129496,330.3179856,1055.408633,792.2618705,276.3323741,588.4892086,343.7323741,834.9755396,365.8964029
208,464.981295,230.5453237,330.5035971,1056.446043,794.8676259,274.9985612,588.9884892,336.6661871,827.7079137,367.7654676
209,460.3251799,231.7438849,329.523741,1051.536691,794.5582734,273.1151079,589.1482014,322.6431655,826.1136691,366.9093525
210,450.8172662,232.6100719,337.7640288,1045.811511,788.4345324,274.7553957,584.8906475,325.0258993,829.0920863,366.1884892
211,436.389049,234.6628242,341.5115274,1027.733429,790.389049,277.1239193,586.9207493,334.7118156,832.6455331,366.1974063
212,431.7853026,236.3400576,332.9308357,1019.925072,796.2161383,276.0014409,593.074928,332.1628242,832.3717579,366.4841499
213,442.3645533,236.0590778,322.6440922,1015.602305,804.3832853,273.5273775,589.7665706,323.1037464,829.2896254,363.7478386
214,452.943804,233.667147,318.0216138,1008.763689,806.1383285,272.4697406,590.5907781,322.6570605,826.6239193,362.7377522
215,457.0403458,232.6887608,316.3818444,1012.151297,802.1585014,270.4538905,587.0936599,325.0432277,829.2651297,361.8602305
216,455.0230548,234.2550432,320.0763689,1037.373199,803.889049,268.3126801,586.721902,325.8616715,827.3429395,360.7824207
217,464.3919308,236.4063401,329.6628242,1052.283862,807.9149856,269.1512968,585.3573487,323.2146974,825.6685879,361.9510086
218,484.4913545,237.0533141,332.0446686,1058.74928,809.2636888,272.1282421,583.7680115,316.6599424,821.5489914,364.6469741
219,496.3429395,237.3011527,330.759366,1057.592219,804.8688761,272.2579251,579.1512968,317.9971182,819.5072046,363.4092219
220,496.1613833,237.1743516,323.0360231,1058.036023,794.0619597,271.4956772,578.8789625,323.8631124,817.9351585,360.1368876
221,488.7507205,236.5936599,323.3069164,1047.586455,790.9394813,270.2492795,582.6354467,324.0504323,818.8040346,360.1541787
222,481.6883117,234.7142857,326.5497835,1028.41847,794.7619048,269.6926407,585.4199134,323.2395382,820.5512266,365.2626263
223,481.034632,233.5584416,328.8946609,1014.168831,799.8528139,271.5194805,583.8787879,328.5036075,822.8253968,367.8354978
224,490.3246753,232.1067821,331.5440115,1006.352092,803.4603175,273.2279942,585.1847042,331.6738817,828.95671,365.3665224
225,496.046176,230.2539683,334.5324675,1021.782107,803.5786436,271.8455988,588.8369408,332.3694084,832.6753247,364.2640693
226,493.6277056,229.3434343,331.6695527,1055.556999,806.1645022,272.6551227,592.98557,332.5728716,832.3304473,365.8499278
227,492.953824,228.8369408,328.7662338,1084.473304,808.988456,274.3044733,598.7965368,327.4401154,832.3015873,371.7720058
