Distance_(microns),eve,engril,mlpt,hb,kr,gt,svb,cad,runt,odd
162,155.0486486,561.7243243,195.1405405,1026.940541,215.4486486,243.0216216,620.6378378,147.2108108,358.8216216,381.7945946
163,155.2432432,554.4810811,198.6054054,1055.091892,212.972973,242.7945946,605.827027,146.2432432,362.5405405,390
164,159.9081081,502.7351351,199.4324324,1050.864865,209.2864865,243.1513514,596.6486486,145.1837838,366.2432432,401.8810811
165,158.9459459,461.3243243,195.9783784,1017.983784,204.9675676,247.0972973,600.0432432,143.2702703,367.3135135,411.4810811
166,155.1793478,455.8532609,198.5108696,1000.097826,201.5652174,252.2608696,607.4021739,142.5,367.201087,406.8967391
167,155.0326087,468.5108696,200.4402174,1013.673913,201.1086957,252.0815217,610.5,142.9619565,369.4891304,398.3043478
168,160.9836066,466.6830601,200.4262295,1061.404372,205.8579235,248.0710383,602.9125683,143.0546448,369.3551913,395.2076503
169,161.7540984,445.4644809,202.715847,1056.437158,209.6830601,245.5300546,597.0054645,141.9453552,364.8688525,398.2568306
170,161.1491713,426.7127072,202.3370166,1038.618785,214.6022099,242.6243094,603.3535912,138.8674033,362.8121547,398.4640884
171,158.7877095,417.7374302,197.0223464,995.2849162,213.4469274,237.8100559,608.8044693,136.1620112,361.8212291,395.6536313
172,157.6516854,434.6011236,199.0505618,1004.808989,210.9494382,236.2865169,605.2752809,135.4494382,355.3932584,395.4157303
173,159.0397727,476.1363636,199.8352273,1003.465909,209.9659091,236.0397727,606.3181818,139.2272727,346.3863636,399.5511364
174,154.9828571,513.2685714,197.1885714,967.8342857,211.28,234.9714286,615.7257143,144.1657143,341.1142857,399.6628571
175,150.8218391,509.908046,199.1091954,1045.890805,212.3678161,229.5114943,623.3218391,147.0747126,334.3448276,389.6436782
176,148.132948,470.5895954,199.8150289,1079.82659,209.4219653,225.4104046,626.8265896,147.7861272,324.9248555,376.017341
177,145.3040936,434.5438596,196.5497076,1004.052632,205.7251462,228.4210526,620.8947368,146.9824561,321.6491228,371.0175439
178,148.704142,425.5443787,195.6627219,993.0532544,207.0414201,232.7692308,616.0650888,146.5857988,325.3609467,370.5976331
179,155.7185629,426.9520958,195.1616766,998.6407186,211.9640719,238.3173653,616.9520958,147.6287425,329.3473054,372.5568862
180,154.5783133,443.4518072,194.1144578,1003.192771,216.1626506,235.8975904,626.2409639,149.0903614,329.0783133,372.4698795
181,152.5878788,470.6909091,193.7575758,1011.339394,213.6121212,228.8,639.3272727,147.1575758,325.2545455,372.9333333
182,150.5153374,479.5092025,192.4478528,1023.705521,214.7484663,226.6564417,648.6380368,142.2147239,324.6871166,380.9018405
183,143.6049383,452.7592593,189.4259259,1037.580247,216.5617284,227.3395062,640.5246914,139.191358,330.5617284,393.6481481
184,135.41875,418.98125,194.0375,1026.23125,216.15,231.46875,629.2875,137.43125,335.7875,397.98125
185,132.3584906,406.1698113,195.6855346,1022.811321,213.8805031,236.9685535,623.6540881,137.2201258,336.8616352,396.327044
186,136.1962025,405.8987342,190.8734177,1038.113924,207.5,234.7531646,613.721519,137.9113924,337.4936709,402.3101266
187,137.9363057,396.7133758,192.3821656,1039.420382,207.5095541,228.4203822,614.6496815,138.6624204,338.2675159,405.566879
188,139.516129,382.3032258,194.6129032,1032.303226,212.8903226,227.4258065,623.3677419,141.5419355,339.9806452,405.8322581
189,139.3071895,360.0653595,192.8366013,1000.124183,218.4509804,230.4444444,624.9477124,146.7843137,336.8039216,396.3594771
190,140.625,338.8289474,194.4342105,975.4671053,222.8486842,235.9802632,638.7960526,145.8289474,330.6381579,372.3026316
191,145.5065789,321.2631579,194.0197368,966.9210526,223.2039474,244.6710526,671.0657895,143.5657895,323.6447368,349.7302632
192,146.9271523,305.7218543,186.7483444,993.0728477,221.2251656,249.5827815,680.8410596,145.410596,318.5695364,332.0066225
193,148.3466667,294.0066667,188.1266667,1028.266667,221.2533333,240.66,663.0866667,147.0466667,315.1333333,312.34
194,148.9932886,289.2550336,189.7785235,1039.174497,223.3221477,227.738255,652.3355705,145.6107383,306.4228188,292.1812081
195,141.3489933,287.6442953,185.8053691,984.442953,228.3557047,220.8724832,666.6711409,143.1073826,292.7919463,281.1744966
196,132.033557,282.9932886,180.6510067,914.5503356,234.3020134,217.7919463,677.4496644,143.5838926,279.3959732,273.4563758
197,127.8648649,272.9324324,176.1486486,868.3513514,238.3716216,216.3378378,665.3378378,145.0202703,269.3783784,259.8445946
198,128,248.4489796,174.1768707,907.5102041,244.2585034,214.5782313,646.585034,145.9591837,263.6394558,250.0952381
199,130.2965517,219.9724138,175.5655172,925.737931,245.9103448,212.7103448,637.0965517,146.2068966,260.5517241,245.6758621
200,133.5972222,210.9652778,177.2222222,931.9027778,238.3819444,213.6666667,626.2986111,143.0555556,259.9027778,238.2708333
201,134.2587413,214.6363636,177.6643357,953.3916084,230.3916084,215.5734266,607.5944056,141.8391608,268.3706294,224.7552448
202,132.2237762,208.4755245,178.3916084,934.3776224,223.6643357,214.1678322,588.0979021,143.020979,281.8181818,216.3006993
203,135.1056338,189.8873239,179.0492958,915.5211268,218.915493,213.915493,578.3169014,142.9295775,287.0704225,217.7183099
204,141.9219858,179.070922,179.8297872,943.3262411,221.9574468,217.8652482,581.1134752,145.0141844,285.8085106,221.6595745
205,141.3309353,177.5107914,176.7482014,924.676259,233.2517986,222.4388489,600.9784173,146.381295,281.4964029,225.4964029
206,132.2554745,168.620438,173.810219,898.379562,242.4014599,225.2773723,623.6715328,144.5109489,277.7810219,224.2189781
207,126.9264706,157.0808824,175.1029412,914.1764706,247.1838235,228.0441176,625.4926471,142.1397059,281.1911765,221.5514706
208,124.5808824,155.6470588,179.5,941.3897059,249.1911765,226.2205882,610.8897059,140.5147059,285.9926471,221.8602941
209,123.6148148,155.837037,184.8888889,978.7333333,252.3555556,222.6888889,598.6814815,142.9555556,285.1925926,225.5407407
210,122.3777778,153.0444444,187.0074074,1003.718519,255.6888889,221.8888889,607.0296296,142.7185185,284.5037037,228.6666667
211,127.9111111,149.762963,186.237037,1001.814815,264.4592593,223.9481481,623.5259259,139.1111111,294.0814815,228.1481481
212,140.2941176,150.9338235,185.9191176,979.9485294,277.3382353,224.9117647,619.7573529,136.1985294,310.5147059,233.9852941
213,146.3138686,157.2481752,183.6131387,936.8394161,285.6350365,224.9416058,609.1167883,137.8467153,321.3941606,241.2627737
214,147.8540146,157.6788321,180.1386861,913.6788321,289.6715328,229.3868613,633.3430657,140.3722628,321.6058394,243.4817518
215,149.3211679,152.9854015,177.4160584,903.6788321,291.2408759,233.4306569,653.0145985,140.9416058,312.5839416,244.7737226
216,154.9191176,151.7941176,186.8602941,936.1691176,302.7205882,234.2720588,671.2205882,137.5514706,305.8382353,248.5
217,163.7720588,151.4485294,187.3161765,924.0661765,319.5367647,234.0735294,686.3382353,138.4779412,301.9558824,248.8676471
218,166.6764706,146.3897059,183.6323529,892.5220588,329.6985294,236.8308824,696.8897059,142.2647059,296.6691176,241.2132353
219,179.125,140.9779412,181.5882353,884.3529412,330.6838235,238.5,689.4852941,145.3161765,297.5661765,231.6102941
220,189.75,141.7573529,184.1470588,909.4044118,327.6029412,231.2794118,682.7941176,147.1764706,304.0514706,228.0882353
221,196.7445255,144.6715328,188.8686131,943.7664234,322.9927007,223.9051095,690.1167883,147.9635036,310.0656934,224.1167883
222,207.3333333,149.7318841,189.4855072,921.9782609,321.442029,221.384058,695.0869565,147.2971014,316.7173913,217.9855072
223,217.5827338,155.1007194,191.2302158,922.2086331,324,223.9640288,692.1510791,146.4100719,324.7338129,211.7482014
224,217.8865248,153.9503546,193.3617021,926.8085106,326.2836879,226.2836879,684.9361702,144.6453901,327.7943262,208.5390071
225,219.106383,147.9503546,189.2198582,897.8865248,327.5248227,228.6737589,682.7304965,145.0070922,328.5035461,209.7730496
226,222.3142857,143.0142857,185.8357143,857.2857143,324.4,227.7357143,683.3071429,147.3428571,330.6428571,213.9642857
227,217.2624113,142.8439716,183.9432624,811.0567376,317.2553191,217.3829787,693.3829787,150.0070922,331.3049645,220.964539
228,208.3785714,149.6571429,178.4285714,796.7857143,307.7142857,209.0857143,710.4928571,151.3071429,329.7571429,227.7
229,202.5714286,159.5571429,178.3428571,785.6285714,302.4857143,204.6642857,705.2,149.15,323.8214286,228.4357143
230,200.9571429,162.3,181.65,778.0357143,301.35,207.4071429,677.5142857,145.0714286,317.8,225.0142857
