Distance_(microns),eve,en,mlpt,hb,kr,gt,svb,cad,runt,odd
47,169.3311688,510.7077922,215.2597403,768.1233766,136.2727273,429.5974026,413.9545455,111.3376623,225.9935065,262.3376623
48,167.6883117,505.4480519,219.9220779,782.7532468,136.4480519,440.2727273,405.7402597,115.7597403,223.1233766,255.7532468
49,170.1644737,529.3289474,216.8355263,806.6381579,135.6118421,445.5855263,400.4671053,117.7894737,224.6315789,250.7894737
50,179.2384106,567.5430464,212.1986755,836.1721854,132.8940397,444,399.2384106,116.8807947,229.2913907,253.3576159
51,185.9139073,567.218543,206.8609272,856.5033113,131.9271523,435.218543,398.6754967,116.0066225,232.5033113,254.5364238
52,195.2733333,567.5,201.78,848.3866667,132.0133333,440.6266667,395.6466667,116.12,237.4066667,253.26
53,204.9054054,581.3918919,197.6283784,838.2972973,132.9324324,452.25,394.2094595,117.5337838,240.6283784,254.4121622
54,196.777027,586.1283784,192.7432432,831.472973,134.4324324,448.8175676,391.7635135,115.7162162,241.1081081,251.8986486
55,193.0743243,576.2905405,188.1418919,831.9797297,135.0067568,446.8581081,397.527027,115.9256757,245.1554054,252.1959459
56,203.1564626,583.8231293,181.9727891,836.9183673,134.7823129,458.4013605,406.707483,118.7755102,251.8027211,260.6394558
57,218.3424658,602.4246575,190.3835616,825.3972603,137.3561644,469.8219178,402.1986301,121.5410959,253.2123288,269.7808219
58,231.3767123,619.130137,190.8561644,818.0342466,141.9520548,480.9726027,405.8082192,122.630137,255.5205479,271.5273973
59,252.1793103,633.1517241,181.9310345,827.0896552,143.9103448,475.262069,419.4827586,122.7103448,258.4965517,271.4758621
60,274.9241379,618.4413793,183.7724138,858.7448276,144.6896552,461.4206897,433.4896552,121.7862069,255.4068966,274.0068966
61,285.5724138,590.8275862,179.9172414,866.2344828,142.1793103,436.4896552,441.2896552,121.4896552,247.0413793,273.6206897
62,289.6013986,600.6573427,170.9440559,849.2657343,141.2587413,413.3286713,452.4895105,121.8041958,243.4265734,265.1118881
63,303.958042,630.1538462,157.4825175,808.8251748,142.6993007,409.7062937,452.958042,120.6363636,248.1608392,254.7832168
64,335.2464789,653.2042254,152.3591549,842.2605634,143.3873239,417.8380282,444.2887324,117.8309859,255.9295775,248.7464789
65,353.9929078,655.5744681,149.7163121,836.4113475,142.5035461,427.9716312,430.1702128,111.5531915,258.7375887,243.4468085
66,334.0357143,637.7285714,147.2214286,797.0285714,143.8928571,424.0428571,421.7,106.4142857,254.7571429,237.4714286
67,290.8357143,612.5428571,144.4142857,741.7642857,143.1,409.4642857,416.1214286,104.4785714,248.7857143,233.4928571
68,276.5179856,605.8705036,143.6978417,703.1510791,145.1151079,399.1007194,412.0359712,104.9856115,245.6330935,231.4028777
69,276.0503597,597.4100719,141.294964,671.1942446,146.7697842,395.6690647,414.4820144,103.057554,241.7553957,226.2877698
70,253.4710145,612.5724638,141.673913,674.4782609,148.173913,392.6666667,413.9927536,103.1231884,238.7536232,219.1666667
71,203.3722628,644.5912409,146.2189781,722.2919708,151.8832117,404.9562044,410.6642336,102.3722628,236.3357664,215.3649635
72,173.9562044,632.6131387,149.9781022,754.0145985,153.3722628,411.2335766,400.5620438,99.22627737,233.0437956,217.4452555
73,160.6715328,592.2043796,154.5985401,756.0218978,151.8540146,416.5766423,398.2262774,98.18978102,232.0145985,224.1094891
74,159.1777778,543.237037,157.4962963,757.6962963,153.3555556,426.4,391.2666667,98.12592593,231.4666667,233.2222222
75,164.7481481,479.4296296,156.2666667,764.9851852,160.562963,437.1333333,384.3481481,98.31111111,232.4518519,238.3259259
76,171.7703704,422.8666667,146.7777778,730.7777778,166.7555556,437.8074074,379.2148148,99.39259259,235.4,234.1111111
77,173.6865672,388.6044776,143.2686567,705.8731343,177.6567164,433.4402985,381.738806,97.87313433,236.7164179,226.2238806
78,168.9548872,354.9473684,143.2932331,685.7894737,189.924812,417.0451128,386.8045113,96.19548872,236.3759398,217.8421053
79,161.4242424,323.7272727,144.3106061,667.4393939,187.3787879,405.6363636,386.1287879,95.62878788,234.7424242,208.0378788
80,159.6090226,308.2030075,138.443609,659.8496241,186.1654135,421.7744361,378.1278195,96.12781955,233.0526316,202.4586466
81,158.5820896,287.5074627,136.7089552,645.5671642,191.8432836,439.5149254,371.5,95.8880597,231.4029851,202.1492537
82,154.2074074,269.0444444,136.6666667,633,208.2074074,434.3925926,371.1407407,95.08888889,232.0740741,206.9777778
83,153.1481481,260.3851852,136.3481481,631.7481481,215.9111111,409.0592593,375.5777778,93.82222222,233.7925926,220.5777778
84,155.7205882,247.8014706,140.9264706,674.2132353,218.6691176,388.1544118,381.9705882,92.69117647,235.6470588,242.1176471
85,157.8161765,233.5882353,148.0955882,681.5441176,228.1617647,375.8823529,390.8529412,94.29411765,240.0220588,265.5073529
86,155.9051095,221.6715328,153.8832117,691.1751825,239.2335766,375.0948905,403.0875912,96.69343066,251.649635,289.1167883
87,150.7372263,206.8394161,155.7883212,740.0437956,254.080292,370.7810219,420.5036496,99.32846715,265.7664234,310.2408759
88,146.2536232,185.384058,157.9782609,797.8043478,263.5217391,353.5724638,440.2898551,102.1666667,278.7536232,316.8550725
89,145.7985612,168.1223022,161.9352518,828.2589928,261.6834532,348.5395683,448.9928058,102.1438849,287.3669065,305.1870504
90,149.65,154.6428571,162.5214286,831.2142857,264.0571429,356.1285714,446.8285714,102.1642857,291.8357143,286.1785714
91,149.9858156,147.5531915,153.5602837,803.2269504,268.4893617,358.5886525,447.893617,103.8014184,289.0141844,270.9432624
92,148.9432624,147.0567376,152.6879433,799.6950355,274.3191489,351,456.8865248,105.4397163,287.0921986,268.2553191
93,157.3404255,147.3971631,149.9078014,836.6879433,280.9574468,343.3971631,473.4751773,104.6382979,289.3971631,265.5531915
94,168.9014085,146.4014085,146.6760563,872.7323944,283.8732394,344.1760563,478.2605634,103.443662,295.8028169,253.6408451
95,172.3286713,141.3146853,145.8041958,869.006993,287.5874126,350.8041958,484.027972,104.3776224,309.1048951,240.6853147
96,170.6153846,134.8251748,146.5594406,856.1538462,288.1958042,356.6783217,511.4895105,106.3356643,323.7272727,236.7552448
97,169.3006993,131.1888112,145.6783217,832.8951049,286.7412587,352.3916084,542.1258741,108.6993007,336.8391608,245.0559441
98,166.2638889,131.1180556,144.8958333,811.3888889,288.75,346.1597222,548.0416667,110.8263889,349.1805556,256.7986111
99,167.6736111,131.7430556,148.2152778,819.6388889,288.8055556,335.9305556,535.7361111,112.6527778,360.7152778,268.2847222
100,171.7739726,130.9178082,150.7739726,821.4589041,286.3287671,336.2945205,522.0068493,112.6027397,362.6164384,272.4109589
101,175.1486486,131.5878378,153.0675676,802.2905405,280.527027,331.4391892,509.9662162,110.3918919,352.4527027,270.777027
102,181.8716216,139.0540541,156.527027,773.3986486,279.9459459,328.4121622,508.3108108,108.9932432,344.7635135,271.0337838
103,191.5405405,145.1756757,160.2905405,737.0472973,282.1418919,333.6959459,512.8513514,108.3918919,343.3108108,273.6081081
104,193.16,143.9733333,165.2866667,729.6733333,285,346.8466667,507.6,107.54,342.7466667,279.2733333
105,186.1192053,141.205298,166.5695364,735.1324503,288.4238411,361.8874172,504.9933775,106.1523179,341.5695364,287.9139073
106,178.5629139,136.5033113,163.7218543,752.0728477,298.9536424,363.7615894,506.013245,105.4569536,344.0993377,291.8543046
107,176.503268,136.5490196,155.9150327,766.1045752,304.2875817,364.3921569,502.6928105,106.5947712,347.0065359,288.4575163
108,182.6322581,142.2967742,151.3290323,755.9806452,305.9483871,363.9483871,497.1290323,108.7612903,351.7741935,283.3354839
109,190.2580645,145.683871,149.2129032,745.5032258,307.4,350.7806452,487.5870968,109.2774194,356.9870968,279.2322581
110,196.2948718,148.5897436,148.775641,738.3269231,311.8974359,340.7692308,492.3333333,108.2435897,356.7820513,278.7435897
111,200.9426752,150.6942675,146.3821656,741.866242,314.2229299,344.7197452,503.7197452,107.8343949,352.3057325,276.3949045
112,204.8924051,146.5063291,146.2721519,737.1139241,321.6139241,342.8734177,506.3164557,109.1835443,353.5886076,269.6582278
113,220.2578616,144.3207547,146.2767296,716.327044,326.2641509,345.8427673,504.7924528,112.4465409,366.0754717,269.7798742
114,232.0062112,140.7267081,146.3913043,687.4285714,331.5465839,338.4534161,505.0745342,114.4347826,379.3726708,270.6086957
115,229.0061728,135.9938272,149.9012346,701.3641975,330.037037,346.4506173,508.3888889,113.8765432,381.1851852,269.462963
116,224.8024691,132.3580247,153.6790123,721.691358,334.6975309,358.462963,512.0185185,112.7283951,374.0432099,265.8888889
117,223.902439,130.4268293,156.0426829,746.9573171,324.7134146,359.4939024,511.9085366,113.6158537,378.3719512,266.4329268
118,226.3515152,132.5030303,159.6848485,776.7939394,324.3212121,375.8060606,519.8363636,115.8909091,389.2545455,271.3272727
119,230.873494,139.0120482,165.873494,784.1325301,329.6325301,390.5180723,536.9759036,117.2951807,393.0240964,274.7771084
120,239.4166667,147.1904762,169.5238095,815.0297619,323.547619,383.6309524,549.0119048,119.8154762,398.8333333,272.6071429
121,258.4733728,158.1301775,170.5266272,857.2307692,307.8047337,369.6627219,555.147929,124.7337278,404.0059172,273.3372781
122,274.8994083,166.1005917,169.443787,896.556213,298.9467456,362.5088757,568.0118343,129.1952663,405.5029586,277.6745562
123,286.1647059,170.2764706,168,890.0352941,290.1764706,353.8529412,584.2823529,132.3,410.3117647,282.6235294
124,300.9470588,174.9294118,164.1823529,899.7705882,286.3588235,348.7058824,587.7352941,137.3176471,428.5882353,282.2411765
125,313.3040936,177.7836257,161.6783626,914.005848,286.6959064,347.4152047,571.9649123,145.2807018,444.1403509,293.7134503
126,322.849711,175.2196532,161.0289017,926.6011561,280.3236994,340.1156069,561.2774566,148.9479769,452.4971098,310.5375723
127,343,171.2643678,158.4827586,930.2241379,270.3045977,334.9367816,557.5229885,146.3908046,457.0114943,329.9712644
128,368.683908,170.045977,158.1781609,934.8218391,253.8850575,336.8678161,549.6034483,140.8218391,469.3275862,346.6264368
129,394.9714286,175.9142857,157.9428571,930.9942857,239.7142857,328.0228571,531.2514286,139.7828571,466.5085714,354.5428571
130,419.68,184.9314286,158.0228571,922.4342857,233.9771429,322.1542857,526.1257143,148.0628571,455.6971429,365.6742857
131,436.6647727,193.0738636,158.6079545,909.0284091,227.2613636,326.6363636,520.6079545,154.9147727,443.2727273,378.9886364
132,446.6271186,203.7231638,156.9378531,920.740113,220.5084746,335.1751412,505.6214689,156.7514124,442.3615819,390.1694915
133,444.5617978,219.4550562,157.8876404,947.5224719,217.5505618,326.3764045,483.8651685,150.2191011,447.2247191,398.5674157
134,445.4804469,237.7821229,162.9944134,982.8379888,222.8435754,325.7039106,473.3128492,139.5586592,457.5530726,409.8100559
135,451.5388889,253.1611111,170.0277778,985.6777778,229.1388889,338.4,474.6166667,131.7777778,455.6444444,418.2555556
136,447.9502762,268.5690608,169.8121547,1000,233.7624309,346.9502762,485.6298343,127.8895028,447.7900552,423.3038674
137,423.1491713,288.9392265,166.5414365,1018.38674,232.9668508,345.0497238,490.9558011,126.3922652,451.5414365,421.4198895
138,390.1043956,303.4120879,162.6813187,1030.763736,234.7912088,338.6373626,485.6538462,125.3901099,465.7857143,410.7527473
139,376.2826087,311.4456522,161.1630435,1012.271739,237.8804348,340.923913,480.6630435,125.9293478,480.6467391,404.7065217
140,387.9130435,317.8586957,160.8532609,1016.190217,237.173913,347.4021739,479.6576087,128.5434783,497.3641304,402.6467391
141,398.0108696,319.1032609,159.8695652,1023.309783,242.7228261,351.5054348,473.9456522,132.3695652,498.1684783,400.0108696
142,397.673913,314.0326087,157.701087,1028.271739,250.798913,342.375,467.4619565,134.576087,492.6358696,409.7771739
143,393.0972973,304.5297297,158.7027027,1030.443243,254.0972973,327.9783784,464.5783784,133.6594595,489.2054054,414.4378378
144,387.6324324,301.2594595,159.2162162,1017.535135,250.3189189,318.1081081,462.6486486,131.3405405,487.7567568,404.8540541
145,386.5027027,315.6756757,160,993.572973,245.8216216,314.2756757,459.2648649,130.7135135,482.7621622,398.3837838
146,394.6594595,339.8810811,161.9189189,962.9567568,244.5567568,308.3945946,464.2810811,131.6540541,471.7513514,397.4216216
147,401.8756757,352.572973,168.3783784,936.1675676,244.5945946,303.2054054,477.5027027,132.9567568,463.3027027,397.3621622
148,400.2162162,360.3081081,171,930.4486486,245.8756757,302.8540541,489.4594595,133.6108108,459.3567568,399.4540541
149,394.2432432,380.2540541,173.4324324,947.9243243,248.6,313.5189189,485.3945946,135.427027,453.9945946,405.5783784
150,398.1827957,422.7311828,177.2365591,982.827957,248.3655914,326.1344086,475.4946237,136.5483871,447.3978495,407.8172043
151,414.5537634,476.9462366,181.3064516,968.8172043,244.1989247,334.5430108,467.311828,136.6827957,443.8387097,406.5053763
152,417.4193548,503.8225806,176.3387097,946.9946237,243.9946237,342.9677419,469.5591398,136.8010753,437.2956989,396.8548387
153,402.983871,512.9731183,168.9032258,927.6129032,248.6451613,348.8709677,478.0913978,133.311828,415.5430108,387.0053763
154,380.3172043,511.2043011,164.7150538,919.327957,251.3655914,352.7634409,492.8924731,126.7526882,388.7043011,384.1290323
155,348.4086022,503.8333333,167.3225806,938.8978495,251.4301075,352.7741935,501.2204301,122.9731183,361.1827957,391.7634409
156,310.1764706,513.1657754,165.3048128,926.3903743,252.2459893,350.3903743,495.6470588,124.4438503,336.3957219,396.2620321
157,278.0481283,532.7914439,161.0160428,902.1122995,249.9090909,337.1283422,492.1764706,121.315508,314.0695187,395.7914439
158,257.7795699,531.6774194,156.6075269,889.9301075,251.3709677,331.2526882,493.9032258,119.6827957,297.6236559,391.6827957
159,232.2096774,552.9892473,154.8064516,864.2365591,253.0483871,338.2795699,495.9569892,118.7473118,287.0107527,386.7096774
160,210.6216216,592.5891892,155.4378378,851.1675676,252.572973,341.572973,496.0432432,117.3675676,284.9783784,390.7783784
161,191.2849462,635.8709677,156.9354839,858.9193548,265.1827957,336.3924731,490.5322581,112.5376344,287.0860215,393.6344086
162,187.9405405,660.3567568,157.7837838,912.7243243,286.2162162,338.0756757,491.5837838,110.6864865,285.9351351,392.4216216
163,185.5815217,691.5652174,159.548913,946.4456522,302.5923913,337.6467391,490.7826087,109.7228261,282.5380435,389.6847826
164,178.3478261,705.2554348,160.4782609,987.75,303.2228261,333.25,484.2445652,106.0380435,278.0108696,382.4293478
165,174.2677596,710.2513661,161.579235,1025.754098,305.6174863,338.136612,494.431694,104.8579235,272.3661202,371.2404372
166,173.0054945,663.9340659,162.6428571,1028.10989,310.5769231,335.5549451,497.6483516,103.7692308,267.2032967,360.0659341
167,171.0437158,648.8415301,162.9234973,947.8688525,308.6939891,336.284153,496.1530055,102.147541,262.4644809,343.2295082
168,172.4615385,630.7747253,162.2142857,931.0274725,303.0934066,338.5879121,499.1978022,100.9175824,256.1648352,326.6648352
169,174.8956044,617.0714286,158.8461538,928.3681319,305.5659341,328.5274725,505.7197802,100.543956,248.3351648,316.3406593
170,177.6022099,600.6906077,152.1767956,875.2430939,310.1933702,328.1657459,511.2044199,99.8839779,245.7513812,316.2375691
171,177.5888889,609.0944444,147.8388889,873.3833333,314.0722222,335.1166667,508.1388889,98.98888889,247.0333333,318.7833333
172,177.7611111,609.8444444,144.2555556,879.4388889,324.1333333,329.1333333,497.5333333,98.63333333,246.3666667,318.9944444
173,179.8555556,602.7222222,141.85,886.0833333,336.9444444,311.9166667,494.6611111,99.72222222,243.1611111,318.8222222
174,175.6444444,571.9055556,138.3611111,862.8777778,344.3388889,298.2,493.7777778,101.1555556,239.6277778,315.95
175,170.7094972,549.575419,138.3240223,890.0614525,344.1620112,289.2234637,499.8659218,102.0782123,237.8156425,313.8826816
176,169.0225989,532.3333333,138.519774,910.3446328,337.1016949,281.8983051,515.4011299,101.9322034,237.5254237,310.3615819
177,166.6666667,516.0621469,138.559322,905.8135593,336.8474576,274.3333333,524.0282486,102.4180791,238.1920904,304.0112994
178,164.0454545,509.9318182,142.0397727,892.1363636,350.6534091,260.0284091,523.3068182,104.3068182,240.5284091,302.4715909
179,161.6271186,494.3785311,141.7683616,859.2824859,350.9774011,247.8305085,512.7175141,105.4971751,239.779661,304.7909605
180,160.6306818,472.7215909,144.5056818,840.4488636,351.7045455,238.5681818,507.7840909,105.1193182,236.4488636,309.4488636
181,160.0685714,448.5085714,147.5542857,829.2171429,354.8171429,236.0514286,512,104.7085714,232.5142857,308.5028571
182,159.8628571,415.9428571,143.6857143,810.5142857,360.0228571,234.7828571,512.7371429,104.52,227.6742857,301.4171429
183,161.0635838,385.3526012,144.2716763,781.734104,378.265896,231.4855491,513.3410405,105.0693642,227.2947977,295.8381503
184,161.372093,362.8372093,142.5174419,758.0988372,383.8197674,231.4244186,513.1569767,105.872093,236.1104651,301.2732558
185,159.9882353,352.3058824,138.8411765,738.7470588,390.7705882,232.9294118,530.0411765,107.0823529,253.9764706,316.2647059
186,158.1916168,347.5149701,138.8862275,718.4790419,393.3293413,231.5928144,557.4071856,107.1077844,268.1077844,329.508982
187,157.2545455,338.3575758,136.3878788,740.5030303,384.8787879,228.969697,571.4545455,105.5757576,268.2121212,322.569697
188,159.0740741,321.8024691,134.4876543,751.1358025,384.3580247,229.0925926,559.7160494,104.9567901,262.7283951,301.5432099
189,162.53125,290.2875,134.1,734.20625,393.1875,232.20625,544.3375,105.0125,255.28125,274.8875
190,167.5408805,253.2515723,136.2830189,683.8427673,408.3081761,229.408805,541.245283,104.4716981,249.0125786,257.4842767
191,170.6410256,227.4102564,135.7307692,683.6474359,417.4487179,230.7435897,552.6602564,103.9230769,243.224359,252.0128205
192,171.7712418,211.4771242,136.9869281,724.5294118,417.6928105,236.4640523,573.3202614,105.5620915,240.9281046,253.9477124
193,171.602649,198.8145695,140.4900662,785.2913907,417.3774834,244.5099338,586.1721854,108.4635762,239.9602649,252.4900662
194,167.2364865,189.2837838,143.7432432,796.0945946,421.3378378,249.0472973,593.0472973,110.7094595,244.4527027,246.5202703
195,161.0884354,176.1360544,146.8639456,806.3401361,416.8707483,247.2789116,596.3061224,110.829932,250.2108844,239.2244898
196,157.9791667,161.1944444,150.2361111,826.0138889,415.9652778,245.875,613.6736111,109.7777778,259.5763889,233.6388889
197,156.2269504,150.9858156,153.8014184,839.6879433,417.0212766,252.6524823,635.5248227,109.9432624,272.751773,231.6808511
198,154.1438849,144.4964029,159.5539568,807.1366906,412.3381295,261.1870504,648.0071942,110.7985612,281.4100719,233.4316547
199,153.4890511,142.9270073,156.2846715,805.5693431,414.0875912,265.7080292,655.4671533,110.7007299,289.8978102,238.1313869
200,153.1037037,141.4148148,153.162963,789.4740741,427.6074074,270.362963,647.1851852,107.5777778,292.6592593,239.437037
201,158.2045455,135.5454545,153.8560606,767.4848485,450.7424242,275.2575758,639.6742424,104.3484848,295.2348485,242.9545455
202,161.9312977,127.3282443,151.5419847,775.8625954,470.519084,274.9694656,630.648855,102.1374046,294.4961832,244.8931298
203,163.6641221,123.4580153,147.480916,780.3664122,474.5114504,273.2519084,633.2519084,100.8320611,295.9389313,248.4961832
204,161.8076923,121.2384615,145.2692308,795.8538462,461.2538462,276.3692308,639.4615385,99.43076923,298.5846154,247.3846154
205,169.5769231,119.7307692,146,830.9923077,461.8615385,279.6615385,642.0538462,99.10769231,294.7076923,236.7307692
206,174.1145038,116,144.3587786,881.9083969,459.9694656,269.9007634,646.3206107,100.3129771,289.5954198,234.8625954
207,172.1923077,117.3,145.3615385,936.0153846,462.5538462,266.5307692,655.2615385,101.4923077,287.2,234.1538462
208,168.875969,117.0930233,146.1937984,962.6124031,473.5116279,274.5658915,661.6744186,100.9069767,291.4573643,237.0775194
209,168.2734375,117.671875,146.5625,945.2734375,492.234375,286.6484375,669.5859375,100,301.5078125,245.9375
210,169.379845,118.0775194,154.1007752,878.4263566,520.9612403,299.7209302,678.4651163,100.9302326,300.7364341,245.1705426
211,167.2265625,114.4453125,157.7734375,835.9765625,540.4296875,313.265625,688.3671875,102.734375,294.5234375,244.4609375
212,159.8125,110.6875,158.703125,816.109375,555.9765625,310.328125,693.46875,105.2109375,301.8203125,254.4765625
213,155.6456693,112.2283465,158.1653543,822.5590551,555.5748031,299.8267717,696.8188976,109.015748,314.3779528,267.4015748
214,157.6614173,114.5669291,159.4015748,836.6062992,547,305.8740157,695.2834646,112.0708661,329.0314961,279.0787402
215,159.265625,112.609375,156.2734375,854.4609375,554.0234375,312,686.859375,112.3359375,339.59375,283.8203125
216,166.03125,110.6328125,154.171875,879.046875,576.5625,307.3046875,691.2421875,111.796875,336.625,284.109375
217,173.0859375,111.34375,153.578125,897.0078125,594.3046875,292.1015625,710.25,112.46875,323.8203125,271.671875
218,170.0153846,109.7923077,153.0923077,955.0846154,612.6923077,290.6384615,735.3615385,113.4307692,311.8769231,267.6769231
219,168.7557252,109.5725191,151.3816794,984.9312977,625.7328244,294.6412214,739.8931298,113.3129771,305.7938931,266.0534351
220,172.9097744,112.3834586,150.5037594,999.1278195,626.7142857,291.3233083,727.037594,114.3533835,300.5789474,262.593985
221,180.1716418,116.7686567,151.8656716,1006.223881,646.2910448,286.9477612,729.0522388,119.1791045,300.7164179,267.0895522
222,191.4779412,122.6102941,152.6985294,1006.838235,666.2132353,284.9485294,757.6911765,124.0735294,299.1911765,266.3308824
223,206.3333333,129.4710145,154.173913,1007.57971,672.0362319,281.2391304,778.0797101,128.0797101,301.4565217,255.7971014
224,221.2517986,137.2805755,157.7410072,1006.884892,679.0719424,285.4028777,776.1654676,130.6906475,301.6906475,248.4316547
225,229.5177305,143.4751773,164.9858156,993.2695035,678.0638298,283.5248227,748.4751773,130.9503546,296.1205674,245.7021277
226,238.0352113,147.2816901,166.3732394,1003.014085,663.415493,280.7605634,729.9014085,129.2323944,289.8309859,246.8732394
227,251.7132867,152.1818182,167.3636364,1008.230769,662.1608392,278.3776224,719.3706294,125.9440559,280.0979021,248.4195804
228,266.2206897,160.462069,166.7655172,1006.227586,663.5034483,279.1655172,718.4965517,121.5931034,270.5172414,249.7241379
229,286.4421769,172.0408163,164.1904762,1005.795918,682.1632653,274.0204082,740.7210884,118.1088435,266.4897959,254.0272109
