Distance_(microns),eve,engril,mlpt,hb,kr,gt,svb,cad,runt,odd
0,39.75,35.75,70.25,349.5,49.75,109.25,160.75,41.75,64.75,212.5
1,70.2,82.0,129.3,619.2,86.2,215.1,277.9,72.7,121.6,299.8
2,91.625,111.6875,215.6875,682.0625,118.0,275.625,359.0625,94.1875,158.8125,288.5
3,103.65217391304348,124.56521739130434,304.8695652173913,609.3913043478261,134.8695652173913,289.9130434782609,407.9130434782609,99.34782608695652,174.17391304347825,248.7826086956522
4,103.48484848484848,128.54545454545453,352.1212121212121,541.0909090909091,130.5151515151515,287.030303030303,425.1515151515151,101.03030303030303,174.0909090909091,226.24242424242425
5,100.14285714285714,141.47619047619048,391.85714285714283,511.2857142857143,125.4047619047619,297.35714285714283,422.26190476190476,101.38095238095238,174.16666666666666,220.42857142857142
6,104.22,168.52,382.88,516.4,125.72,312.5,424.36,105.62,177.8,215.84
7,113.38888888888889,217.72222222222223,396.0,536.1296296296297,135.2962962962963,351.48148148148147,456.3333333333333,116.29629629629629,188.0185185185185,221.12962962962962
8,115.94736842105263,277.42105263157896,393.4561403508772,514.8947368421053,135.42105263157896,359.719298245614,468.7719298245614,117.73684210526316,190.05263157894737,215.47368421052633
9,118.62711864406779,344.40677966101697,393.4237288135593,501.54237288135596,133.74576271186442,365.6949152542373,484.728813559322,119.79661016949153,196.25423728813558,217.83050847457628
10,118.12903225806451,398.83870967741933,384.2096774193548,486.7096774193548,130.46774193548387,366.0,493.758064516129,120.06451612903226,198.29032258064515,215.9516129032258
11,117.74647887323944,434.2535211267606,360.5211267605634,461.0281690140845,126.33802816901408,346.3521126760563,483.2957746478873,115.61971830985915,193.42253521126761,204.38028169014083
12,119.01162790697674,472.09302325581393,338.5348837209302,438.22093023255815,122.22093023255815,322.3139534883721,463.5813953488372,109.54651162790698,188.01162790697674,206.2906976744186
13,120.14953271028037,458.4859813084112,315.68224299065423,431.77570093457945,114.80555555555556,291.10091743119267,418.04587155963304,102.62962962962963,177.9626168224299,209.27777777777777
14,132.5793650793651,425.08730158730157,331.77777777777777,466.73809523809524,125.14285714285714,302.55555555555554,429.95238095238096,112.57936507936508,183.6031746031746,223.03968253968253
15,132.95652173913044,418.1666666666667,337.9347826086956,485.42028985507244,126.67391304347827,311.42753623188406,439.1376811594203,116.76086956521739,184.1086956521739,221.44927536231884
16,132.5035460992908,418.1985815602837,341.4609929078014,493.9645390070922,126.49645390070921,335.9929078014184,450.0496453900709,120.56028368794327,185.36170212765958,217.07801418439718
17,136.97241379310344,390.8137931034483,335.1034482758621,491.41379310344826,124.20689655172414,351.6,448.15862068965515,121.64137931034483,182.60689655172413,213.2551724137931
