Distance_(microns),eve,engril,mlpt,hb,kr,gt,svb,cad,runt,odd
0,54.6,43.2,51.0,238.0,48.8,104.0,140.4,37.0,76.8,86.8
1,76.5,86.0,90.07142857142857,508.64285714285717,79.71428571428571,157.64285714285714,267.0,56.42857142857143,125.57142857142857,131.85714285714286
2,108.55555555555556,111.83333333333333,116.11111111111111,624.2222222222222,104.16666666666667,223.77777777777777,322.3888888888889,68.77777777777777,161.44444444444446,160.44444444444446
3,129.56521739130434,123.43478260869566,132.3913043478261,654.4782608695652,116.0,271.4347826086956,331.1304347826087,73.1304347826087,170.8695652173913,165.65217391304347
4,151.85185185185185,133.7037037037037,150.66666666666666,689.6296296296297,123.25925925925925,310.22222222222223,346.55555555555554,78.33333333333333,179.2962962962963,176.59259259259258
5,152.0909090909091,135.9090909090909,161.8181818181818,675.1212121212121,118.57575757575758,331.8181818181818,356.42424242424244,83.03030303030303,174.63636363636363,179.6060606060606
6,154.825,150.05,182.975,696.65,118.8,352.1,368.9,87.15,171.25,177.85
7,165.54166666666666,170.10416666666666,207.39583333333334,725.3958333333334,123.41666666666667,360.0208333333333,383.6458333333333,89.72916666666667,174.625,177.5625
8,167.16363636363636,186.92727272727274,227.4,742.2363636363636,126.25454545454545,371.1818181818182,398.0,91.32727272727273,182.01818181818183,179.01818181818183
9,173.76666666666668,213.78333333333333,242.0,748.45,127.21666666666667,390.31666666666666,417.46666666666664,93.58333333333333,185.33333333333334,180.35
10,175.29850746268656,229.02985074626866,239.8955223880597,721.6268656716418,122.7910447761194,378.95522388059703,410.23880597014926,91.26865671641791,179.7910447761194,174.6417910447761
11,177.02380952380952,220.41666666666666,247.10714285714286,710.75,121.0952380952381,352.7142857142857,412.32142857142856,89.9047619047619,179.8095238095238,171.57142857142858
12,173.57303370786516,240.17977528089887,256.5730337078652,732.561797752809,124.38202247191012,349.7415730337079,446.69662921348316,93.65168539325843,183.3370786516854,175.13483146067415
13,174.79787234042553,250.27659574468086,256.72340425531917,742.5744680851063,124.1063829787234,337.7659574468085,457.77659574468083,97.82978723404256,180.7872340425532,179.95744680851064
14,180.10679611650485,231.14563106796118,248.92233009708738,716.3592233009708,120.48543689320388,322.31067961165047,445.5533980582524,106.46601941747574,176.7864077669903,180.36893203883494
15,181.31578947368422,205.96491228070175,247.33333333333334,699.0438596491229,118.24561403508773,320.87719298245617,430.64912280701753,113.44736842105263,178.42105263157896,182.5438596491228
16,174.03968253968253,187.63492063492063,240.5873015873016,679.9920634920635,117.35714285714286,322.03968253968253,418.14285714285717,113.07142857142857,179.15079365079364,183.32539682539684
17,165.46896551724137,174.08965517241379,240.38620689655173,662.351724137931,115.24827586206897,319.36551724137934,403.3379310344828,113.51034482758621,175.5448275862069,177.35172413793103
18,176.29054054054055,186.74324324324326,258.60135135135135,690.8986486486486,122.10810810810811,337.5810810810811,421.75,119.35135135135135,183.75675675675674,183.54054054054055
19,171.0738255033557,200.46979865771812,260.8322147651007,687.5771812080537,123.79194630872483,336.18120805369125,426.38255033557044,115.32214765100672,183.76510067114094,184.23489932885906
20,164.92948717948718,203.27564102564102,252.9551282051282,663.9679487179487,120.91025641025641,321.8333333333333,413.6794871794872,110.12179487179488,181.53205128205127,182.10897435897436
21,158.8361581920904,184.82485875706215,228.64406779661016,599.8531073446328,111.12994350282486,290.7118644067797,370.774011299435,103.79661016949153,168.42937853107344,167.3954802259887
22,163.97883597883597,177.7724867724868,221.0899470899471,582.4814814814815,109.97354497354497,283.6666666666667,369.2857142857143,105.93650793650794,167.35449735449737,166.91534391534393
23,172.79365079365078,179.71428571428572,222.72486772486772,602.8042328042328,113.24338624338624,296.0740740740741,388.73015873015873,109.97883597883597,173.7883597883598,176.73015873015873
24,178.4502617801047,184.69633507853402,215.84293193717278,593.5811518324607,113.40314136125654,300.60732984293196,381.5602094240838,107.7696335078534,175.18324607329842,179.3089005235602
25,190.01554404145077,200.7461139896373,208.00518134715026,575.8497409326425,113.67357512953367,301.91709844559585,367.72020725388603,103.26424870466322,177.7098445595855,183.85492227979276
26,195.67357512953367,218.47150259067357,205.58031088082902,575.1761658031088,114.92227979274611,306.7720207253886,361.4507772020725,100.30051813471502,182.65284974093265,187.4559585492228
27,195.11282051282052,225.54358974358973,204.99487179487178,573.1743589743589,113.7948717948718,308.6666666666667,355.6666666666667,96.38461538461539,183.03589743589743,183.31794871794872
28,199.65816326530611,214.83756345177665,203.62944162436548,568.736040609137,112.40816326530613,310.5431472081218,351.70558375634516,93.4795918367347,176.502538071066,176.48730964467006
29,210.57142857142858,217.31632653061226,203.02551020408163,573.2448979591836,111.50510204081633,316.4720812182741,345.9695431472081,91.96938775510205,171.88324873096445,174.9796954314721
30,214.58793969849245,230.15075376884423,197.3718592964824,584.070351758794,109.28140703517587,318.285,337.175,90.30150753768844,169.17587939698493,176.395
31,209.79899497487438,246.60804020100502,193.66834170854273,610.8492462311558,108.87437185929649,324.20603015075375,336.93467336683415,91.01005025125629,169.4924623115578,179.9145728643216
32,208.055,248.725,187.35,622.575,108.38,322.98,338.165,90.15,168.04,177.865
33,212.66666666666666,249.76616915422886,185.06965174129354,628.2139303482587,109.30845771144278,325.7960199004975,334.3333333333333,89.03980099502488,165.93034825870646,175.17412935323384
34,216.51243781094527,260.95522388059703,182.27860696517413,635.9950248756219,109.97512437810946,334.5323383084577,329.97014925373134,89.06467661691542,166.01990049751242,172.2139303482587
35,211.807881773399,266.3103448275862,172.0591133004926,633.2266009852217,107.98522167487685,338.5221674876847,323.62068965517244,90.51231527093596,165.4729064039409,173.0935960591133
36,203.5742574257426,260.3267326732673,164.62376237623764,634.3910891089109,107.97029702970298,344.88613861386136,324.54455445544556,94.0940594059406,166.2970297029703,180.1089108910891
37,194.0343137254902,252.97058823529412,155.02450980392157,619.0147058823529,107.1078431372549,342.4656862745098,317.52450980392155,93.76960784313725,163.8921568627451,179.11274509803923
38,188.6813725490196,247.98039215686273,147.27941176470588,602.7107843137255,107.54411764705883,337.02450980392155,314.8529411764706,92.91176470588235,161.35294117647058,173.99019607843138
39,181.0686274509804,241.48039215686273,141.15196078431373,584.9019607843137,107.8921568627451,329.0833333333333,309.03921568627453,90.04901960784314,157.88725490196077,170.1764705882353
40,177.935960591133,237.70935960591132,137.9113300492611,584.6453201970444,108.8128078817734,325.86206896551727,307.69458128078816,88.3743842364532,156.28571428571428,168.87192118226602
41,179.61083743842366,226.11330049261085,135.71428571428572,600.615763546798,108.4679802955665,323.807881773399,305.7142857142857,86.86206896551724,154.54187192118226,166.00492610837438
42,180.19704433497537,214.6551724137931,135.26600985221674,605.3793103448276,107.8768472906404,323.85221674876846,303.384236453202,86.7487684729064,154.92610837438423,163.92610837438423
43,170.6600985221675,207.83251231527095,134.17241379310346,588.6600985221675,107.47783251231527,328.62068965517244,300.26600985221677,86.91625615763547,155.54187192118226,163.84729064039408
44,168.69458128078819,201.98029556650246,132.6206896551724,568.3004926108374,108.55172413793103,338.95073891625617,301.064039408867,86.84729064039409,156.29556650246306,164.86699507389162
45,165.30049261083744,193.7832512315271,132.05418719211823,554.2610837438424,110.22660098522168,346.8029556650246,302.60591133004925,86.2807881773399,157.66502463054186,164.01970443349754
46,159.07920792079207,184.37128712871288,131.27227722772278,546.1782178217821,111.29702970297029,346.3069306930693,307.13861386138615,87.54950495049505,159.96534653465346,165.22772277227722
47,156.17821782178217,177.11881188118812,129.0049504950495,533.9009900990098,111.45544554455445,337.63366336633663,310.1237623762376,88.02475247524752,160.90594059405942,166.7970297029703
48,159.02487562189054,169.82587064676616,127.05970149253731,531.7611940298508,112.80099502487562,331.2835820895522,312.1044776119403,87.59203980099502,161.55721393034827,169.44278606965173
49,158.5742574257426,163.94059405940595,123.5049504950495,529.3564356435644,113.20792079207921,325.53465346534654,310.31188118811883,86.57425742574257,160.70792079207922,170.9009900990099
50,152.13930348258705,168.6417910447761,122.51243781094527,534.4726368159204,115.03482587064677,330.25373134328356,316.97512437810946,87.8905472636816,162.72139303482587,170.70149253731344
51,145.39,171.425,121.56,531.32,116.54,333.79,320.085,89.385,164.245,168.285
52,141.025,172.79,121.785,518.81,116.835,328.64,320.895,90.575,165.01,166.715
53,142.9497487437186,177.90452261306532,123.05527638190955,510.52763819095475,116.42713567839196,318.97989949748745,323.8492462311558,90.68341708542714,167.31155778894473,168.52763819095478
54,139.73869346733667,174.23115577889448,122.64824120603015,499.7437185929648,115.04522613065326,314.25125628140705,328.0,91.08542713567839,170.7035175879397,169.06532663316582
55,137.0854271356784,164.68844221105527,122.53266331658291,497.04522613065325,115.18090452261306,316.67336683417085,337.6532663316583,91.99497487437186,176.39698492462313,168.96984924623115
56,136.92964824120602,155.8391959798995,122.07537688442211,492.8994974874372,116.93467336683418,315.45226130653265,342.94472361809045,91.2462311557789,180.7537688442211,167.6532663316583
57,137.989898989899,152.94949494949495,122.47474747474747,487.83838383838383,119.65656565656566,310.95959595959596,345.9949494949495,91.18686868686869,182.82323232323233,165.73232323232324
58,138.489898989899,144.34848484848484,122.6010101010101,479.67676767676767,120.82828282828282,307.8838383838384,345.6111111111111,90.58080808080808,182.95959595959596,162.55050505050505
59,141.41624365482232,135.5279187817259,123.65482233502539,484.18781725888323,121.61928934010152,311.65482233502536,345.0558375634518,90.73096446700508,185.89340101522842,161.58375634517768
60,145.9387755102041,128.46938775510205,124.23469387755102,496.1683673469388,121.58163265306122,318.13775510204084,344.5255102040816,91.62244897959184,188.6326530612245,160.76530612244898
61,144.62051282051283,121.08717948717948,125.0,510.7641025641026,121.15384615384616,330.37948717948717,345.3948717948718,93.36410256410257,192.36410256410255,160.88717948717948
62,138.840206185567,114.78350515463917,126.29381443298969,520.3092783505155,121.26288659793815,344.97938144329896,340.77319587628864,94.97422680412372,195.03608247422682,161.54123711340208
63,138.68229166666666,110.46354166666667,126.63020833333333,523.4270833333334,123.04166666666667,357.375,339.5104166666667,94.984375,196.91145833333334,163.98958333333334
64,137.9109947643979,107.9738219895288,126.00523560209425,520.5078534031413,124.77486910994764,366.0052356020942,344.36649214659684,94.78534031413612,199.57068062827224,166.8848167539267
65,138.38541666666666,107.39583333333333,125.17708333333333,515.65625,125.796875,372.40625,344.828125,93.26041666666667,204.02083333333334,167.15104166666666
66,138.765625,107.640625,125.41145833333333,513.453125,127.61979166666667,369.34375,343.4947916666667,90.82291666666667,209.97916666666666,167.38020833333334
